index,level,title,md5,easy,hard,AAA,easy discrimination,hard discrimination,AAA discrimination
362,★7,Horizone,345f294371b830a91c0577602276e6d1,36.93744424657404,55.63861610203776,46.45073555819145,0.18450306487259702,0.27373780076411597,0.29380872140385594
363,sl5,Simurgh [DP ANOTHER],34687333636caf3ef26d5450bd1efae6,22.96987180622324,45.75554833129609,37.80601899839879,0.24795075900881489,0.1683700643220376,0.4327128781208726
364,★★8,ENERGY SYNERGY MATRIX [S],34700eeaf122890e421a449b9d3d3c9f,76.06696320813371,88.3864702003103,83.46392249735403,0.2956237674153991,0.2775509632383456,0.3513877771987689
365,sl4,月時計　Last・Dial (DPA),347e728cf787c9eddcb2986abe6c028e,26.24411887898923,41.57561742396986,39.14413687768487,0.23811513334484372,0.1495688737261541,0.18525801207299694
366,sl12,Across the Sky [DP Stratosphere],3496eda04a6f1ada66ba00d7c4d0c213,69.62424084712072,69.62424084712072,71.09630760227397,0.19859573722621998,0.19859573722621998,0.4141341524498073
367,sl1,ΦReboot [14key],349ba985ad69368d8bc559c86d2fd256,11.869253347574212,33.00062373748466,38.22388079324698,0.10135983556488137,0.11566869050406024,0.23996937520628187
368,★★7,Angelic layer (^_^;),34a5330a0e8421b22813d79ced01f8eb,67.81128761486114,87.95836762848738,84.70283718949854,0.13653264555756103,0.26550619431651445,0.3066985878687836
369,sl8,CHRISTMAS EVE [DPINSA.NE],34e80fc82b43ce986f37cf8a63831cc1,37.22053940902419,57.53531934004013,50.44209194961742,0.14712388411503446,0.23152343722116964,0.29553862444125123
370,sl8,Amusing Reflection Rag. (DP CHALLENGE),350003c6ab10ac0b7551e8a2ea02b5d3,53.37303548746232,57.037530703296085,53.87365587551336,0.14076976050623616,0.21837005822573607,0.3563542574470644
371,sl2,IMPULSE [DP INSANE],352daa323679928542d7609219dfcc99,16.903246764453275,35.44515797158503,29.734898567523405,0.22726769379051606,0.21493652022041718,0.27643113370326367
372,★4,Dreaming in library,35e92f45e7464c5c928368ee8374dc14,28.69775581381832,37.63786989550169,30.056469247715,0.20118032716950165,0.25275291172997166,0.32426800227826214
373,sl7,Grievous Fate [DP ANOTHER],3615e69aa5ae32a4574a694af7c2551b,35.54321337511126,56.82009163764601,58.17487030519214,0.126238752948189,0.29230147256809086,0.31940557314085555
374,★★5,ニニ [DP INS☆NE],363797f8fc619cff770b5a1b0fa82923,68.28496742826064,83.37729325753003,78.13955543642739,0.23418349942423586,0.2876169591264525,0.3760694619503313
375,sl2,インフェルノシティ [DP Another],3662c764b23ca91edf7df310537d5b03,8.6280812528077,32.7356410461686,39.34776787509043,0.18694528919127937,0.09024950090103037,0.1823796808765997
376,★4,Babylon (ANOTHER14),36cceba19c86a5e62644506ab5e375d3,32.04774448188544,45.57871821287597,52.000022007335374,0.13809821299661038,0.24761999381010696,0.2844242828431573
377,sl7,アルスノヴァに喝采を [レゾナンスもえこは希望を歌う。],36f365a7583019151d208221e32708c0,35.309788446523186,52.93280119196976,52.31295670478343,0.14754813467535302,0.18854015598383334,0.24628439458270882
378,★2,Pop Pop Poppet [ANOTHER14],37a2b866d875ba8b7f5c73f9d8b026b5,19.26214393151477,36.128716040318345,43.61023326688914,0.11269104625700685,0.15336058472883388,0.22626993303061582
379,sl11,夜間飛行トラベラー [DP MANIAC],37cc734cb35cc8f74fa0f36d2ae0e916,57.33122890310754,68.47135259728357,58.13753731759727,0.22406482513350862,0.2916899559521759,0.3293013924264593
380,★★10,Evanescent [Vigil],37df07ceb8986f06276d1040aa05a235,88.81825506692196,99.15699612770838,98.95991404395278,0.3327545713498759,0.2681748498233504,0.3339274442488333
381,sl0,Celeste [DP ANOTHER],37f8adb59640710ad6ff0aadb3367ea2,0.6399200288786572,27.076365566424293,18.52417298793973,0.1202758813527978,0.0788755529597198,0.28936064522274757
382,sl1,Highleg Mermaid [DP ANOTHER],38116a6bf6c3efdf6bd03c34b57c320a,14.398010955894222,27.556669854778672,28.49988226371877,0.11410219643204009,0.17305016959267527,0.1954005396787059
383,sl4,The Crack of Dawn [SUNRISE],386b1e2c965fd5feb15e82e6cced53ca,29.467943119340863,41.74093342612256,39.45979326513413,0.20738649456532265,0.25894227067407277,0.3409233555118758
384,sl1,多重極展開 [DP Molecules],388426e945942e01ac07b0ff81503690,12.179949415628252,31.93477838972783,31.842932874128703,0.09651484904561264,0.13391217859404014,0.23210063079640228
385,★11,Uncle Arabian EX14,3887f8c24bd695be2282554d99ae634d,50.45942708616965,68.10194122116913,61.69351094884819,0.131718486416741,0.2410717807975664,0.2155498902030524
386,sl10,Orillia [DP-sagINSANE],388e05189bdc0f964c474cb01dd1d27e,45.55850604549544,65.28754859124325,41.58613571289754,0.1287231101031985,0.2523369302002117,0.44884582655413136
387,★4,Dance Doll Dream [DP ANOTHER],38ae781f672893c8d141b811b63bc3a5,31.24707374682349,46.02991039066647,20.665793956482517,0.16948965925649934,0.2458021897879337,0.22402724566415
388,sl5,霖風 [DP HYPER],395811c489090c3e648d2385995de94c,32.97523798747238,44.99006511889584,29.77307198359149,0.13702179422898825,0.2326259074635357,0.19002356873497037
389,★★3,Homura [Lily],396491217f505779abdf3a4bd2093f49,59.50800074262027,82.78882194650365,76.18441799840022,0.16664411992846545,0.2690246676785173,0.3408525899318995
390,★7,Beyond The Alice (EX14),398c560d756ef6c6bc8968e40c59c7f0,35.46021751360132,57.57273425690108,60.13439089207945,0.11255637527574164,0.2898684931266814,0.28727947917625274
391,★5,CRYSTAL GEYSER [14ANOTHER],3990f337d883326342d7b889cb9d77e4,33.15911359583928,47.36266973469532,48.9210806195576,0.19714944962953687,0.24217323671842478,0.3147805930642347
392,★★99,Master of GENOCIDE [MASTER14],39a3586186ba1b207442abe520d1f829,72.49103490060817,87.97927945562056,93.98295925881943,0.11934048079523779,0.2477431943511077,0.3073627687105502
393,★★10,エピトゥリカの祀 [EX],39de3e3e082481e0e144df04a2352b87,83.04063118252618,83.04063118252618,95.38985799794132,0.31202193067683515,0.31202193067683515,0.321657327273746
394,★4,ハローワールド -ハロワ14日目-,39eec9977dffd060209ec0521592bca9,26.297879825799217,41.15006768263022,20.48448449442512,0.20957391446828208,0.227838643268212,0.28695810601369276
395,★★2,Conviction [DP INSANE],39f8bf0022de515bcfade2761c13c33f,54.19560567171858,67.92352285161543,67.08717655880591,0.1672796261213365,0.26849798656946744,0.28676547788186757
396,sl4,Chasing Stars [DP Very Hard],3a202c8d9ca00a685f8067895e55897b,16.605378308826936,38.586327130123735,25.257450085508165,0.22056955829796787,0.12750796009859852,0.32307114690845024
397,★3,物怪舞踏 [ANOTHER14],3a80f6ffb94124c4468b4c810254e952,28.35036974740233,37.9667454773651,20.069907081690083,0.20342590930353602,0.2318444274966148,0.30315884649201835
398,sl0,ハッピーフェイクショー [DP Another],3a9338257e96637378c6f7f4dac076f7,3.435360781836913,22.41824008142207,19.3326003019404,0.22603132430118808,0.08680925086764793,0.27312805204710633
399,sl9,XVOTO,3af95ce4ad9e59bcdd001bd151225200,41.11764099545864,58.59298886818453,53.098419162272165,0.1313896372534952,0.2593663045501481,0.2725941529216712
400,sl8,The Last Page [BEGIN],3b308fec3ad20cae5eb13eb0e3895c7a,37.50025105152829,60.460490765138246,54.56258170643596,0.08576451508646903,0.2351299900619335,0.3913682504392043
401,sl5,ふゆいろ ドリーマー,3bb6b6cc5683fa43fca60a722fccd566,27.47364535968768,50.8729243927099,36.0610418369872,0.14744834846418248,0.28247789942924595,0.31735116450898415
402,★★7,Papillon (14key Ant),3be9f48693f961db3c1db478910a5f86,77.52281801828073,80.85658714993777,84.91376045438496,0.2440536311103465,0.2972262883054052,0.3117072519499301
403,★★6,Nice Magicgirls VS scary Walpurgis [14KEY ANOTHER],3c2653cf0ee1eafce27b247b6a85231e,69.63598186383469,74.18048755167459,77.0814526871354,0.31755082620825736,0.2680523907539937,0.2796587643095264
404,★2,Odin [DP Another],3c3fb6acfcfe4b0e09122aac41253264,25.195923697255235,38.57916886572319,25.187655161565395,0.1682363687750467,0.2284305697002161,0.2990540070476199
405,sl3,QTロジック [DPロジック],3c4dbc85d18236ca08a8e95549415e9c,9.952450016954822,38.14016931210335,4.418390883448928,0.06406853136746037,0.09587775398087463,0.16238741345642793
406,sl5,あのね、涙は。 [DP-sagINSANE],3c810e083b74b323b84593d52a78e1c9,32.34547455008383,49.56388836571218,31.677261100405737,0.0813802157865747,0.24896899812545223,0.32700294130305024
407,★8,DENGEKI Tube [DP ANOTHER],3cb6c673b5527807224c1a63437f9fb2,38.415069907468215,56.99707079323738,68.2101834083479,0.13863019707461077,0.28755832863811653,0.28645098469379154
408,★★4,ADDicTiON -あ！-,3cbe162b897c7495410750b1376ea6d5,55.83639313634873,71.16092588559671,61.33188523126691,0.17246779164455706,0.2551090877959364,0.2423069049327362
409,sl9,Yorixiro [OyaxiroSama],3d03c5f1f609206bd51d852ebe5b4b74,48.06121022525231,61.51640268710719,39.02668049245866,0.19336439152343463,0.2646512650923585,0.18508895165144432
410,★★9,KonfliKt Princess [DP CHALLENGER+],3d059db05beded23cc14e288880bd57e,82.10598093330535,83.65645058331425,84.18607146384659,0.3287962717470366,0.33836971372091024,0.37674034154542346
411,★★8,volcanic,3d20c1e60dd6cb9e21d7234caad05577,75.35033131389491,83.11048477270276,71.76304334752903,0.23045116470052768,0.30022142424486425,0.3844733306339847
412,sl6,"Our Dream, Our Justice [DP Sub Black Another+]",3d6408517abfa86af1f9c311adc3db3c,34.862565528810094,52.7629698370969,52.40167693304394,0.19498353106033256,0.29206010998859605,0.29249174783407283
413,sl1,Stargazer [EXTRA],3d91b783248f05141bcaaf6410ac860c,14.874040938877824,31.69308197103332,5.920786764068774,0.11715203879908812,0.09431187708353259,0.17341936292687493
414,sl0,Nu Flame [14K ANOTHER],3e2b303f183b77fe7938104a8c7a8869,4.145357483077426,20.223489789276343,23.283669303643958,0.08466171054654233,0.07815678905157718,0.2708957885477033
415,★4,クロートーと星の観測者 [sub another],3eee433b7405e19f4425ffd1b218d30e,26.467445200989403,40.534927777949655,27.222148022732927,0.18000904554508054,0.23603555301474036,0.2663053616357536
416,★11,Her Majesty,3f9e1d95e492711239e5ae3954b7c669,57.454358482581135,67.42222883646868,51.69041710863737,0.18441148643600727,0.2832869978663448,0.2144389656111897
417,★7,Pulse of Reunion [DP ANOTHER],3fbf5f5ff39b6a095366c1f856064c6e,35.951632328129,52.875711866535326,48.80025058605796,0.20758946428646252,0.24952223785543481,0.3385845866127173
418,★★3,Dstorv [trick14],3feac00faccb3fc706f847fa43b0b1c9,56.05314599419265,69.99682754602452,55.02779410901244,0.16447346071260835,0.3102997916661501,0.2766840667133853
419,★12,ametsuchi -98%Keys-,40053ab020a42369fe0f8c1047c421a0,56.96296439849752,70.2582446535752,56.32541225029864,0.10502780816791957,0.2818156508041167,0.3158770052621502
420,★★4,Fakeover [basic skill],400f6ec1dd53fd3b97c82596f313ea56,59.84313679601976,75.22682604295827,73.81220062831186,0.1667298566894504,0.30648679866650863,0.3498112133243419
421,sl8,Kronos [Choronos],401c87a84d6d6396a970d2d73416af98,42.51169270298281,53.87959916071314,39.44966885839096,0.10046874431237979,0.20587450115930722,0.30257693921133333
422,★★8,Heterochromia Iridis (Speed demons),402a4b0a834fbf9dbe138f839c9887d9,81.05242525321593,88.67009656655928,96.32824437859726,0.34226449566091044,0.30398167394770126,0.33805572903819475
423,★2,ロリキート [DP LOVE],4033bc7e7d4c47dcdae9fbad20f06b68,17.715475049344516,36.27912361562573,28.18805140435725,0.13346218030244042,0.2779991303874596,0.2533598205060703
424,★3,3.14,4048a3558376356aac6a51ebc5ced9a1,15.570003120119416,42.91572805390857,47.19749417120808,0.07748703079131473,0.18361116299241623,0.27660477788435783
425,★4,夢人形 -marionette dreamer- [kumanother],4053d55f6dde42f3c161a8a4fa30153e,23.598399073514194,42.11426941165793,35.91948029624505,0.11247950680178567,0.1991310053446506,0.3082313734441356
426,★9,遠い春を告げるあの娘の足音 [HELL DEATH YOH!],40dd3cd57daa2ec9efe4d45de29bcb77,41.05729113593999,58.590756534633954,37.13377431179976,0.18072199668800815,0.2440511347716523,0.19066305070813463
427,★3,とびらにじいろ -Another-,40ee76cfc5796df8da1beda9dac755ec,25.027025998723683,40.84561683792056,44.137427229327855,0.15480783104128584,0.23500926621971946,0.30337313526077464
428,sl11,STAGER [ONE MORE EXTRA],40f0c8314e93ea572f5ab6e0e2a81eda,55.27824850496978,67.4013377817578,61.66171297766968,0.20325763397767196,0.28683691850675236,0.28640313064149336
429,★3,幽雅に開け、青空の扉 -EXUSIA-,4130adfa10df6b1d780ef8125aede41e,29.71847317056862,42.54510150512628,42.85111283970276,0.17384057435003128,0.2553373294028805,0.28248541524203136
430,★5,カラッポ・ノンフィクション [DP Cola],413f605c826a68c4328ac5eafa10e38c,29.271201274915363,46.12553428252996,31.47455017351802,0.23573070394967088,0.21632987813173027,0.36520015428575275
431,★3,Sequential Emotions [14keys],414b27885a03e180d92b176b526f377c,25.82256742580921,38.51958536934008,50.42482447326035,0.21887480054533726,0.2133241833429918,0.28957716306743486
432,sl3,Cosmo Memory [DP M-Another],41b509b55591eb5b9a538986234ba7f7,26.98613086358069,44.80914692656122,38.83722860308546,0.07711566949066209,0.24350951086117983,0.29429505818623336
433,★3,miss you... [LNA14],41e4f6f255641872cfca5aac0cd832ae,26.67351754673564,41.90242953791502,40.7907384402348,0.14882926767528865,0.22430360568937582,0.2945191639861835
434,★13,★LittlE HearTs★ [DP_GOD],42132eba0f850400cc3f6bbf9a6c2fe6,78.51822867696,86.05915037787263,84.007368093291,0.2629922645818783,0.23705683239598593,0.2998220020005203
435,★4,飛燕草 (14KEYS-HYPER),42b532927eccb605351e637e105aa3a6,28.002396307766965,41.52738900141017,39.14783235887674,0.22611760152277605,0.2222283766075927,0.29535958189721667
436,★5,Lunasa is my bride -bms bride- [DP ANOTHER],42ee4d60519f6833d0e00d9f038dfab0,34.82176667414739,50.02082666105812,37.74524662205281,0.1291023081956591,0.24164095457317297,0.31375894605979615
437,sl5,Light drivv -DP ANOTHER-,43033d8833436e482a5d745e0721b196,22.90088713683237,45.549017176767975,46.5615314493823,0.11028803193950144,0.18337322527252803,0.24456622389985422
438,★?,スプラッシュコード−０６ [ANOTHER14],434a927e31eeba5b869a20101626042a,37.32691546508708,77.05736247441537,75.9039492982308,0.0597785750438582,0.1573942824623107,0.2534616861454313
439,★★8,天空の城ヴェリエル [FINAL],437df5c3c4a070f15411a9c1c1210f08,83.80195879670949,88.61044617690867,95.51509383737172,0.3662137330098559,0.29411058744539953,0.33308093125491534
440,★12,Yakumo >>JOINT STRUGGLE [DP ANOTHER],4385fa90647226e1e260d7291a9c9ee9,60.88666379850672,78.48323806843581,75.08685104052496,0.11774295570426124,0.24288412228691006,0.29535313449784595
441,★9,mom [DP Save us],438ab055f0d920b181c67687cebf1cd4,41.9660808150358,60.33338811625423,46.486901380165,0.1459824248143421,0.27212802599740293,0.2953597534264492
442,sl9,ミライトコネクト [DP-sagINSANE],43a1e8beaf36ce9d9ddbf6b5862a3926,48.6271576816662,60.4840113208965,45.81017645441232,0.29115997940759203,0.22158091853362077,0.24137904577469016
443,★7,少女の檻 [DP],43c450c9a5c82188b4f7a7e5678e25cc,40.25904672902198,50.07749778582817,32.83270111468929,0.1900322943533227,0.22595238950086977,0.2515021857959921
444,sl6,霖風 [14KEYS-Insane],43d49359e87c1ed5dfb4941c0e91b2ae,34.67640161252173,47.07809534462159,23.849327558097144,0.20644065318918361,0.16972432016545022,0.24222349423890863
445,★7,Amnehilesie [DP Another],44c6283ff029cbdeabee84fe253aaff9,27.125378794125663,51.04954871057208,48.38950504416216,0.09523394710859272,0.20768497724967128,0.2869002479558726
446,★★2,tsundere (short.ver)DP  ξ*ﾟ‐ﾟ)ξ,44cd8807c7e8c68d48a5fc7fed97117d,42.18640665049709,69.68457811835437,63.43133119539216,0.09711004510175711,0.28088467872096706,0.2725682741958948
447,sl9,Fading Star [kumanother],450912fa718ab2e6c6816a87ed2bad5e,41.37835994396217,53.60465546064141,45.97068454151015,0.134204317726324,0.21026321178972257,0.26347898129271236
448,sl2,Love's Rebirth '06 LEGEND MIX -DP-,4517d25589a16bf79795b09b95592324,23.73711847007156,40.03533531690456,31.010102591024157,0.12563827421453622,0.11614260526669003,0.2695712443794084
449,★★9,furioso melodia [14Melodia],459a9c2b0d14dde1af79949aac2f1d2f,83.21832170714411,88.62012001127809,84.18620415501348,0.3412117727432177,0.2997994253849638,0.3806328986601436
450,★★8,Reinforced Soul,45a08cf1c446dbbc4a174d036585e7b3,75.53043985124735,83.46169889801786,95.68329515470396,0.1539170500702688,0.33823566840238356,0.33356745421230904
451,★5,Just a one night love song,45a80abd4279feae464db9b20ebd6dde,30.058277753144168,44.51341282903977,29.13759034905972,0.1922545704543112,0.24053437967144764,0.31629360033314324
452,★3,モリオンの姫 A⇒Side [kuso14A],45b5343e30a0f1f1cc2420701a65b595,27.180512378134974,39.66537956769358,25.99612653044125,0.2094003225875593,0.23609264538922503,0.2858716593379343
453,★7,貴女と秘密の… (DP ANOTHER),45d00f9d564b313dc99f84451b3802b7,36.12566837255616,52.06563107557629,31.84640003153981,0.1727140248764102,0.24058292583801325,0.28318682985938215
454,★5,far in the blue sky... [Another14],4626e0e807fb353ca3c5230ae3a341b7,27.97635528819292,48.993336572402,39.9399171102032,0.10711554617769856,0.23328909179469737,0.3070227142240336
455,★★4,KRAKEN [ULTIMATE],462e3836db35ac4746efd5816c970c97,60.33275742609588,70.56541143571584,47.7718837249796,0.1816506975280166,0.24607642493758722,0.26908676384628377
456,★★11,Schwerkraft [Fantasy],46714c59403fcddfb49a007bb6127789,98.48131085155292,98.48131085155292,97.9641734030508,0.2640754159469744,0.2640754159469744,0.3419940659650959
457,★★4,Evangelize (Radio Edit),4699c925fc586bb8275f4b4645e148a5,61.05917955713311,69.70638932763043,56.570764068526415,0.17251546028491027,0.26794823872649,0.3237023530853271
458,sl10,トココ21 ⊂㌍㌢⊃,470c74d414f15d5f2ae9b4c3f65ca787,45.39117277607579,63.43696058601698,63.17447940543223,0.1165946671712469,0.2606317386222346,0.33415711811233545
459,★11,M31-BMS EDIT- Galaxy,473992b28238d9c318561322c8ed7b9f,50.98881369066797,67.67499955918544,56.92640628912946,0.1540328107366017,0.2984102574621139,0.31424244445420274
460,★3,豪華絢爛少女 [DP Another],47561ee5e4828e60af3e2bc2e3724e02,21.36756509396834,42.20725287524551,30.64868949011282,0.11567962144152444,0.2084111058227776,0.30147764835580715
461,sl2,06 (mknrmx),47794ff2186babd108ce7852478cda68,12.707283565210313,38.30910367536733,31.60442802773391,0.08981229244354988,0.08706077700137517,0.26078989802859975
462,★3,Born 炎暑,481ac77ffb2b15f10ec5feea4fe663bb,23.426918365931893,45.99279280173696,37.48003414583275,0.08809217945315943,0.25765928797602483,0.2806861465326277
463,★6,The Ray of Sunlight [kumanother],483cb471cdd4e387e3d6ae8e8308b56d,26.31662145178794,47.57414746901275,36.24882310542886,0.14848667280676942,0.23266489189159373,0.3015353967334392
464,★6,zodiac (AFO14),48b0912a4d8312f2e425c6f29a241eaf,32.23994376113489,45.63286571009255,46.407212364744765,0.2217232206620026,0.2180704390701713,0.31888313215369324
465,sl5,Sacrificio [DP ANOTHER],48bf710c8828c3a056a3d07432dde747,29.173431380659867,49.69028113956471,47.11855668291066,0.12594476742935926,0.1828359758519281,0.3997245817455452
466,sl1,Extinction and reproduction [DP Hyper],48d0c83af7af94c25501d16d7f9bae09,23.60139924729522,37.31500660874124,40.26152358943562,0.09082614771714818,0.14301712546928072,0.22734089744565367
467,sl10,Ultimate Weapon [XIV 新生エオルゼア],48e3f3a439115c200f796b06e352f00f,46.85597361256728,63.35945001872321,56.08821763203353,0.2171228165266556,0.2343673059644999,0.15183592284475594
468,★★4,SCARY BANQUET [Haunted],48e906a9c6e871fcbbfdcd3ba64f7c5b,59.21630505135737,75.05740522908212,68.58654061429988,0.2353661578111249,0.32393313056788636,0.4125877142110076
469,★2,"Feline, the Black...",491f97a850f0e91dc73f547659ce986d,19.18119005082509,40.92125753508036,40.88273874810841,0.11401612073839852,0.2403209018755311,0.2728008960511458
470,★3,adolescent person -DP ANOTHER-,493e7e328919e1bd6db73ec9b7f6294b,28.502243582857183,43.67056531788232,47.22415331679059,0.14724852594156554,0.23948594014112398,0.3222296232795962
471,★1,B.B.K.K.B.K.K. [DP ANOTHER],495f513cc4b0a2fbf38addd646c396ee,16.477883932059186,32.48524137698033,25.235285580244792,0.09254850597998829,0.1471488489962025,0.2763834028665594
472,★10,KonfliKt Princess [DP Black Another],4972ff582e11f7abb7ed1923de976ecd,42.71986093645395,65.47991507016216,58.02835883117127,0.11216402558065904,0.3112236398141457,0.3157751915738977
473,sl7,Sesame Kingdom [Sesame Castle],497a08c7e3f370abe662bb8ff7e7a82e,39.42900106420272,57.9462619114954,49.4415191426042,0.19526869576308886,0.32583588270714303,0.3791473975572693
474,sl3,The Green Light [14KEYS INSANE],4988380f70fe9c0d1a0197e8e5ef9643,22.343171971862706,44.43536541197843,38.104187985972686,0.07559105559295301,0.19978375686397093,0.3364103835392516
475,★7,事象の地平  [DP ANOTHER],498be940feb77f37e638713b07cf7370,33.589689390517115,54.02349068838354,51.69122663439392,0.1750266281613005,0.276088988455216,0.3393826608469643
476,★6,M31-BMS EDIT-ANOTHER,49bfb44f8aa16efd94187a26cdc770d8,30.8272755049588,52.587886408124064,47.12602387867208,0.1296728433582159,0.27608529143510346,0.2914368426744772
477,sl3,Elina (feat. Reislaufer) [DP UDong Mix],49c7d8aa17853816883a710abc557fd0,15.547627327244347,39.96567222573127,46.31341708931051,0.05819757780648693,0.10276911648888375,0.24633653235608002
478,★12,Andro [NuLL_P01nTeR_ExCepT10n],4a02e6db3958b81a221b8e0a4836cf05,69.58009321439526,78.27184584698264,71.40236398521021,0.2323145904623233,0.30464708723094663,0.31152283118293983
479,★9,Andromeda [DP Another],4a0cdfb39d32ff4437c2b2a9387d6753,43.91951715363778,60.35531841523872,44.544722245932384,0.1293317684286529,0.27701041095760465,0.2539402312963126
480,★★10,彼女の言い分 -ﾋﾟｺﾋﾟｺedit- [-ｼﾞｬﾘｼﾞｬﾘedit-],4a31febc3be73679af0134c0fa84ae88,83.12467818708899,89.71214080211053,97.8954659660732,0.362840125729751,0.1561392073694382,0.34478451600512067
481,sl10,Illusion of Mind [DP Another],4a4fbf7e7c9a95a0b1dd34685331b9a3,49.53710150486714,64.91356686166955,77.50669055405076,0.2558752616402606,0.25470721151790615,0.2376404578753015
482,★11,GaRaKuTic Dream [DP えぬTHER],4a5171b03c98fabe4d919ec16264c11b,54.82211053553708,66.87669996980385,68.02896828154243,0.16713267647469668,0.27929175481778684,0.3076850078984578
483,sl8,ClowN CrowN [DP Li],4a6b5a4ad9ef995ca2ae8560094e7b7b,40.12769010573573,56.16168593899301,53.89034541549025,0.16242844155477112,0.25885664412573317,0.32147669513617766
484,★★3,Say A Vengeance [Araceae],4ae59d5523f6216b767ff6651bf3e832,57.64113326893668,72.71078505713761,54.05079543163548,0.18427093112600348,0.3085434434486808,0.24564678754201782
485,sl3,Central Nucleus [DP ANOTHER],4b09fc33f71a32e2c6bbc7602048ab21,27.336662045131217,42.2090653894581,36.91787179481597,0.1541676031413924,0.23237050433613027,0.3362906434779358
486,★★10,The lost -Mausoleum-,4b1a8861423b5bd36dab677f6e8aa150,83.29121514657064,98.87488089679142,98.41164517861056,0.3813640024427848,0.2691676627824912,0.3384189408066268
487,sl9,Judah [DP INSANE],4b2d84e3ee6fddaf678d30cb695d638a,41.96455666635922,59.94520390882371,65.65825226968543,0.10945617533395936,0.2554813318781802,0.1788461888943689
488,★7,Love☆Spellcard [DP-LUNATIC],4b5557c75052e81d1e9ef1735ab665b5,37.13612793495252,50.824410526004456,31.66188145519169,0.2708535057283332,0.2226588269361789,0.2796179408299961
489,★6,EOS [DP Another],4b663afded77b679552fc7a0346a4844,29.3381066931324,47.04643019505526,34.84083554826408,0.14861880729258592,0.23050216006740828,0.2735393070241392
490,★5,Ascension to Heaven,4b7df960a95af4a87d3128c152c6bc4c,30.278246120297805,53.16772451193804,62.079997213529886,0.08537992016284532,0.23300027564431489,0.2784019958383429
491,★?,遥かなるインカ -CT-,4b8e5cc97b862e709cef7ad20b7cef9d,39.4764679286964,71.11921201014286,62.07423775024121,0.058246569008275795,0.13909137821689604,0.2447745424902453
492,★1,The infant daughter Frandle's [ANOTHER],4c22f3dc5e5919a303dded830b85b7b2,20.216359245604057,33.003040902505546,32.7317851273496,0.19099759429803187,0.25204589277077405,0.33107594278156527
493,★★12,キミとボクへの葬送歌 [DP Kill],4c34ee010e9635771d7107e4a3b14c30,99.06094345999864,99.06094345999864,98.79312100739564,0.2733811641029107,0.2733811641029107,0.35059436496460217
494,★10,アイーシャの剣-Forcing breakthrough- [Ethereal],4c4b3afd203e2c4c96ed88748fee73a0,42.4313944179518,62.08828274748619,46.553178371663954,0.12256768498738137,0.2865289111581074,0.24557553986994962
495,★8,MooN -DP ANOTHER-,4c7cc6538f30a171dd682bdb700023e8,46.1567070161961,58.31137804738204,67.5592410507373,0.12042547297689704,0.27476566244719497,0.2943312439488412
496,★3,妖晶零弐 [HYPER],4ce22a860f29ab3c749c36f41ec9c732,24.05653867074794,37.9709848886005,47.21868181629397,0.188080913635631,0.20504008507065008,0.30502359372463667
497,★10,The Azure Box [DP EX],4d010d35f0f096abe790441adb78d83f,46.39425588051943,59.83860307893527,62.66801131451278,0.14060706864667305,0.2563666453693495,0.29987326665037595
498,★9,Midnight -零式- Phonic,4d0916ec8afc93e0879829736ef58556,37.8994576394485,61.05560391952962,58.52173905160411,0.16292658548372502,0.28013109577120837,0.3112637309310518
499,★★11,FIONA [Fantasy],4d2362fba5a3940ce9c97763bd92a5a2,90.82743026711532,94.71940295329456,93.14646744042432,0.0726683378628449,0.2344855597080048,0.30616420263416233
500,★★4,Bravoooo!!!! [哲学14],4d4059d4f865b94916fb2afecd648f93,63.786555296955854,78.03148262451712,69.63040949114908,0.15947396297132418,0.270910476238263,0.3202151796201384
501,sl5,EXILE [AFOTHER14],4d4a132f107ac41bb901e43f8c809f9d,28.06726891193628,45.61718210500551,49.83062926035677,0.10802107227730628,0.17299382959929005,0.13603929046130403
502,★★10,Calamity Fortune [★★★★★],4d580955a77ea838b0d1db11af8af83f,88.80325778029783,98.84862129035292,98.44276571316162,0.336249814238127,0.27029422283299104,0.34851560776034485
503,★10,ハードルネッサンバ [Lost worlD],4d59b6c9c5e7ca79b899dc450c2a26d6,47.99945170492608,63.03056971032122,55.00570300354072,0.1689387179062718,0.2968075015071749,0.25934363113023595
504,★★6,貴女と秘密の… (SBJK),4da7dd536f957449fd18b9b0037e0340,66.99124094226036,76.34454519094197,59.60813588086263,0.2220088025252128,0.24767553511063145,0.22433391498849278
505,★★8,Evangelize (Radio Edit) [Gospel],4e97b5a2e1492acac9a86767c90f9748,79.27956763508551,83.84507832401214,78.99677851776968,0.27221774520670194,0.32921011561565633,0.4059915957337072
506,★★6,Illusion of Mind [DP Black Another],4eb900021507408426508932758f18c8,61.5212129008692,83.13820120178335,80.6564656083412,0.23205023643810926,0.29920329825208175,0.269431117455392
507,★4,sensitive (14AHO),4f6c7017e31e5d6955a537a23fe4dba5,21.659292963666164,40.794039648608006,43.16925404475096,0.12079405449569056,0.20126881618498563,0.3396808098963032
508,★4,Titania [H14],4f949cba5118a04a084fed5d76d2d356,24.56069983824751,50.56117292926648,51.05777559713531,0.10064836004970434,0.2622822825558049,0.2647954372114533
509,★★11,Reinvent [DPかっぱうた],4fc34d7b6bd25611704cfa7263256572,98.9360733219863,98.9360733219863,84.112636378321,0.2648805913500719,0.2648805913500719,0.4209773050336547
